waveform,time,sky,macro_r_at_1,macro_r_at_5,macro_r_at_10,macro_median_rank,pm_r_at_1,pm_r_at_5,pm_r_at_10,pm_median_rank,sis_r_at_1,sis_r_at_5,sis_r_at_10,sis_median_rank
4.0,1.0,0.5,0.44166666666666665,0.6583333333333333,0.7694444444444444,2.5,0.46111111111111114,0.6944444444444444,0.8111111111111111,2.0,0.4222222222222222,0.6222222222222222,0.7277777777777777,3.0
2.0,0.5,0.25,0.44166666666666665,0.6583333333333333,0.7694444444444444,2.5,0.46111111111111114,0.6944444444444444,0.8111111111111111,2.0,0.4222222222222222,0.6222222222222222,0.7277777777777777,3.0
1.0,1.0,4.0,0.36944444444444446,0.6611111111111111,0.7611111111111111,3.0,0.38333333333333336,0.6333333333333333,0.7388888888888889,3.0,0.35555555555555557,0.6888888888888889,0.7833333333333333,3.0
0.5,0.5,2.0,0.36944444444444446,0.6611111111111111,0.7611111111111111,3.0,0.38333333333333336,0.6333333333333333,0.7388888888888889,3.0,0.35555555555555557,0.6888888888888889,0.7833333333333333,3.0
0.25,0.25,1.0,0.36944444444444446,0.6611111111111111,0.7611111111111111,3.0,0.38333333333333336,0.6333333333333333,0.7388888888888889,3.0,0.35555555555555557,0.6888888888888889,0.7833333333333333,3.0
0.25,0.5,4.0,0.325,0.6194444444444445,0.75,3.25,0.3388888888888889,0.5888888888888889,0.7277777777777777,3.5,0.3111111111111111,0.65,0.7722222222222223,3.0
4.0,2.0,2.0,0.36388888888888893,0.6194444444444445,0.7416666666666667,3.0,0.34444444444444444,0.6333333333333333,0.75,3.0,0.38333333333333336,0.6055555555555555,0.7333333333333333,3.0
2.0,1.0,1.0,0.36388888888888893,0.6194444444444445,0.7416666666666667,3.0,0.34444444444444444,0.6333333333333333,0.75,3.0,0.38333333333333336,0.6055555555555555,0.7333333333333333,3.0
1.0,0.5,0.5,0.36388888888888893,0.6194444444444445,0.7416666666666667,3.0,0.34444444444444444,0.6333333333333333,0.75,3.0,0.38333333333333336,0.6055555555555555,0.7333333333333333,3.0
0.5,0.25,0.25,0.36388888888888893,0.6194444444444445,0.7416666666666667,3.0,0.34444444444444444,0.6333333333333333,0.75,3.0,0.38333333333333336,0.6055555555555555,0.7333333333333333,3.0
4.0,1.0,0.25,0.4111111111111111,0.6444444444444444,0.7222222222222222,2.5,0.4222222222222222,0.6888888888888889,0.75,2.0,0.4,0.6,0.6944444444444444,3.0
2.0,2.0,4.0,0.30833333333333335,0.6000000000000001,0.711111111111111,3.5,0.3,0.5888888888888889,0.6944444444444444,3.5,0.31666666666666665,0.6111111111111112,0.7277777777777777,3.5
1.0,1.0,2.0,0.30833333333333335,0.6000000000000001,0.711111111111111,3.5,0.3,0.5888888888888889,0.6944444444444444,3.5,0.31666666666666665,0.6111111111111112,0.7277777777777777,3.5
0.5,0.5,1.0,0.30833333333333335,0.6000000000000001,0.711111111111111,3.5,0.3,0.5888888888888889,0.6944444444444444,3.5,0.31666666666666665,0.6111111111111112,0.7277777777777777,3.5
