event_name,detector,local_path,source_local_path,download_status,sampling_rate,duration,gps_start
GW230608_205047,H1,data/real_strain/GW230608_205047/H-H1_GWOSC_O4a_4KHZ_R1-1370292224-4096.hdf5,data/gwtc4p1/strain_4khz_hdf5/GW230608_205047/H-H1_GWOSC_O4a_4KHZ_R1-1370292224-4096.hdf5,available_symlink,4096,4096.0,1370292224.0
GW230608_205047,L1,data/real_strain/GW230608_205047/L-L1_GWOSC_O4a_4KHZ_R1-1370292224-4096.hdf5,data/gwtc4p1/strain_4khz_hdf5/GW230608_205047/L-L1_GWOSC_O4a_4KHZ_R1-1370292224-4096.hdf5,available_symlink,4096,4096.0,1370292224.0
GW230609_010824,H1,data/real_strain/GW230609_010824/H-H1_GWOSC_O4a_4KHZ_R1-1370304512-4096.hdf5,data/gwtc4p1/strain_4khz_hdf5/GW230609_010824/H-H1_GWOSC_O4a_4KHZ_R1-1370304512-4096.hdf5,available_symlink,4096,4096.0,1370304512.0
GW230609_010824,L1,data/real_strain/GW230609_010824/L-L1_GWOSC_O4a_4KHZ_R1-1370304512-4096.hdf5,data/gwtc4p1/strain_4khz_hdf5/GW230609_010824/L-L1_GWOSC_O4a_4KHZ_R1-1370304512-4096.hdf5,available_symlink,4096,4096.0,1370304512.0
GW230609_064958,H1,data/real_strain/GW230609_064958/H-H1_GWOSC_O4a_4KHZ_R1-1370324992-4096.hdf5,data/gwtc4p1/strain_4khz_hdf5/GW230609_064958/H-H1_GWOSC_O4a_4KHZ_R1-1370324992-4096.hdf5,available_symlink,4096,4096.0,1370324992.0
GW230609_064958,L1,data/real_strain/GW230609_064958/L-L1_GWOSC_O4a_4KHZ_R1-1370324992-4096.hdf5,data/gwtc4p1/strain_4khz_hdf5/GW230609_064958/L-L1_GWOSC_O4a_4KHZ_R1-1370324992-4096.hdf5,available_symlink,4096,4096.0,1370324992.0
GW230610_061439,H1,data/real_strain/GW230610_061439/H-H1_GWOSC_O4a_4KHZ_R1-1370411008-4096.hdf5,data/gwtc4p1/strain_4khz_hdf5/GW230610_061439/H-H1_GWOSC_O4a_4KHZ_R1-1370411008-4096.hdf5,available_symlink,4096,4096.0,1370411008.0
GW230610_061439,L1,data/real_strain/GW230610_061439/L-L1_GWOSC_O4a_4KHZ_R1-1370411008-4096.hdf5,data/gwtc4p1/strain_4khz_hdf5/GW230610_061439/L-L1_GWOSC_O4a_4KHZ_R1-1370411008-4096.hdf5,available_symlink,4096,4096.0,1370411008.0
GW230615_160825,H1,data/real_strain/GW230615_160825/H-H1_GWOSC_O4a_4KHZ_R1-1370877952-4096.hdf5,data/gwtc4p1/strain_4khz_hdf5/GW230615_160825/H-H1_GWOSC_O4a_4KHZ_R1-1370877952-4096.hdf5,available_symlink,4096,4096.0,1370877952.0
GW230615_160825,L1,data/real_strain/GW230615_160825/L-L1_GWOSC_O4a_4KHZ_R1-1370877952-4096.hdf5,data/gwtc4p1/strain_4khz_hdf5/GW230615_160825/L-L1_GWOSC_O4a_4KHZ_R1-1370877952-4096.hdf5,available_symlink,4096,4096.0,1370877952.0
GW230618_102550,H1,data/real_strain/GW230618_102550/H-H1_GWOSC_O4a_4KHZ_R1-1371115520-4096.hdf5,data/gwtc4p1/strain_4khz_hdf5/GW230618_102550/H-H1_GWOSC_O4a_4KHZ_R1-1371115520-4096.hdf5,available_symlink,4096,4096.0,1371115520.0
GW230618_102550,L1,data/real_strain/GW230618_102550/L-L1_GWOSC_O4a_4KHZ_R1-1371115520-4096.hdf5,data/gwtc4p1/strain_4khz_hdf5/GW230618_102550/L-L1_GWOSC_O4a_4KHZ_R1-1371115520-4096.hdf5,available_symlink,4096,4096.0,1371115520.0
GW230624_113103,H1,data/real_strain/GW230624_113103/H-H1_GWOSC_O4a_4KHZ_R1-1371639808-4096.hdf5,data/gwtc4p1/strain_4khz_hdf5/GW230624_113103/H-H1_GWOSC_O4a_4KHZ_R1-1371639808-4096.hdf5,available_symlink,4096,4096.0,1371639808.0
