source_index,event_name,run,catalog,gps_time,detectors_available,network_snr,far_per_year,p_astro,mass_1_source,mass_2_source,chirp_mass_source,luminosity_distance,redshift,pe_release_url,pe_waveform_family,pe_doi,sky_map_path,sky_map_format,sky_map_group,sky_map_available,h1_l1_strain_available,embedding_available,object_class,is_ood_for_bbh_encoder,include_in_primary_search,dq_status
121,GW231204_090648,O4a_or_gap,GWTC-4.1,1385716026.9,"H1,L1",8.4,3.5,0.78,,,,,,,,,,,,False,True,False,unknown_OOD,True,False,strain_hdf5_open_ok
122,GW231206_010629,O4a_or_gap,GWTC-4.1,1385860007.2,"H1,L1",9.7,6.9,0.58,,,,,,,,,,,,False,True,False,unknown_OOD,True,False,strain_hdf5_open_ok
123,GW231206_233134,O4a_or_gap,GWTC-4.1,1385940712.5,"H1,L1",12.8,1e-05,0.99,35.6,28.2,27.2,3200.0,0.54,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231206_233134-combined_PEDataRelease.hdf5/content,C00:Mixed,https://doi.org/10.5281/zenodo.20275769,data/gwtc4p1/pe_hdf5/GW231206_233134/IGWN-GWTC4p1-18965dda8_5-GW231206_233134-combined_PEDataRelease.hdf5,pe_hdf5_skymap,C00:IMRPhenomXPHM-SpinTaylor,True,True,True,BBH,False,True,strain_hdf5_open_ok
124,GW231206_233901,O4a_or_gap,GWTC-4.1,1385941159.5,"H1,L1",21.9,1e-05,0.99,37.6,28.5,28.2,1490.0,0.28,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231206_233901-combined_PEDataRelease.hdf5/content,C00:Mixed,https://doi.org/10.5281/zenodo.20275769,data/gwtc4p1/pe_hdf5/GW231206_233901/IGWN-GWTC4p1-18965dda8_5-GW231206_233901-combined_PEDataRelease.hdf5,pe_hdf5_skymap,C00:IMRPhenomXPHM-SpinTaylor,True,True,True,BBH,False,True,strain_hdf5_open_ok
125,GW231213_111417,O4a_or_gap,GWTC-4.1,1386501275.9,"H1,L1",10.4,1e-05,0.99,35.6,27.2,26.7,4000.0,0.65,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231213_111417-combined_PEDataRelease.hdf5/content,C00:Mixed,https://doi.org/10.5281/zenodo.20275769,data/gwtc4p1/pe_hdf5/GW231213_111417/IGWN-GWTC4p1-18965dda8_5-GW231213_111417-combined_PEDataRelease.hdf5,pe_hdf5_skymap,C00:IMRPhenomXPHM-SpinTaylor,True,True,True,BBH,False,True,strain_hdf5_open_ok
126,GW231220_173406,O4a_or_gap,GWTC-4.1,1387128864.2,"H1,L1",7.9,3.0,0.83,,,,,,,,,,,,False,True,False,unknown_OOD,True,False,strain_hdf5_open_ok
127,GW231221_135041,O4a_or_gap,GWTC-4.1,1387201859.3,"H1,L1",10.0,0.54,0.96,47.0,29.0,31.0,4600.0,0.72,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231221_135041-combined_PEDataRelease.hdf5/content,C00:Mixed+XO4a,https://doi.org/10.5281/zenodo.20275769,data/gwtc4p1/pe_hdf5/GW231221_135041/IGWN-GWTC4p1-18965dda8_5-GW231221_135041-combined_PEDataRelease.hdf5,pe_hdf5_skymap,C00:IMRPhenomXO4a,True,True,True,BBH,False,True,strain_hdf5_open_ok
128,GW231223_032836,O4a_or_gap,GWTC-4.1,1387337334.1,"H1,L1",10.2,0.0003599999999999,0.99,46.0,31.0,31.9,4200.0,0.67,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231223_032836-combined_PEDataRelease.hdf5/content,C00:Mixed,https://doi.org/10.5281/zenodo.20275769,data/gwtc4p1/pe_hdf5/GW231223_032836/IGWN-GWTC4p1-18965dda8_5-GW231223_032836-combined_PEDataRelease.hdf5,pe_hdf5_skymap,C00:IMRPhenomXPHM-SpinTaylor,True,True,True,BBH,False,True,strain_hdf5_open_ok
129,GW231223_075055,O4a_or_gap,GWTC-4.1,1387353073.3,"H1,L1",9.4,0.23,0.98,11.9,6.8,7.8,970.0,0.19,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231223_075055-combined_PEDataRelease.hdf5/content,C00:Mixed+XO4a,https://doi.org/10.5281/zenodo.20275769,data/gwtc4p1/pe_hdf5/GW231223_075055/IGWN-GWTC4p1-18965dda8_5-GW231223_075055-combined_PEDataRelease.hdf5,pe_hdf5_skymap,C00:IMRPhenomXO4a,True,True,True,BBH,False,True,strain_hdf5_open_ok
130,GW231223_202619,O4a_or_gap,GWTC-4.1,1387398397.0,"H1,L1",10.1,0.002,0.99,11.1,8.3,8.35,890.0,0.18,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231223_202619-combined_PEDataRelease.hdf5/content,C00:Mixed,https://doi.org/10.5281/zenodo.20275769,data/gwtc4p1/pe_hdf5/GW231223_202619/IGWN-GWTC4p1-18965dda8_5-GW231223_202619-combined_PEDataRelease.hdf5,pe_hdf5_skymap,C00:IMRPhenomXPHM-SpinTaylor,True,True,True,BBH,False,True,strain_hdf5_open_ok
131,GW231224_024321,O4a_or_gap,GWTC-4.1,1387421020.0,"H1,L1",14.0,1e-05,0.99,9.3,7.31,7.13,950.0,0.19,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231224_024321-combined_PEDataRelease.hdf5/content,C00:Mixed,https://doi.org/10.5281/zenodo.20275769,data/gwtc4p1/pe_hdf5/GW231224_024321/IGWN-GWTC4p1-18965dda8_5-GW231224_024321-combined_PEDataRelease.hdf5,pe_hdf5_skymap,C00:IMRPhenomXPHM-SpinTaylor,True,True,True,BBH,False,True,strain_hdf5_open_ok
132,GW231226_101520,O4a_or_gap,GWTC-4.1,1387620938.3,"H1,L1",34.7,1e-05,0.99,40.2,35.1,32.5,1180.0,0.23,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231226_101520-combined_PEDataRelease.hdf5/content,C00:Mixed+XO4a,https://doi.org/10.5281/zenodo.20275769,data/gwtc4p1/pe_hdf5/GW231226_101520/IGWN-GWTC4p1-18965dda8_5-GW231226_101520-combined_PEDataRelease.hdf5,pe_hdf5_skymap,C00:IMRPhenomXO4a,True,True,True,BBH,False,True,strain_hdf5_open_ok
133,GW231230_170116,O4a_or_gap,GWTC-4.1,1387990895.0,"H1,L1",8.2,0.42,0.96,53.0,35.0,37.0,5700.0,0.87,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231230_170116-combined_PEDataRelease.hdf5/content,C00:Mixed,https://doi.org/10.5281/zenodo.20275769,data/gwtc4p1/pe_hdf5/GW231230_170116/IGWN-GWTC4p1-18965dda8_5-GW231230_170116-combined_PEDataRelease.hdf5,pe_hdf5_skymap,C00:IMRPhenomXPHM-SpinTaylor,True,True,True,BBH,False,True,strain_hdf5_open_ok
134,GW231231_120147,O4a_or_gap,GWTC-4.1,1388059325.6,"H1,L1",11.3,2.0,0.86,,,,,,,,,,,,False,True,False,unknown_OOD,True,False,strain_hdf5_open_ok
135,GW231231_154016,O4a_or_gap,GWTC-4.1,1388072434.7,"H1,L1",13.4,1e-05,0.99,22.5,17.2,17.1,1070.0,0.21,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW231231_154016-combined_PEDataRelease.hdf5/content,C00:Mixed,https://doi.org/10.5281/zenodo.20275769,data/gwtc4p1/pe_hdf5/GW231231_154016/IGWN-GWTC4p1-18965dda8_5-GW231231_154016-combined_PEDataRelease.hdf5,pe_hdf5_skymap,C00:IMRPhenomXPHM-SpinTaylor,True,True,True,BBH,False,True,strain_hdf5_open_ok
136,GW240104_164932,O4a_or_gap,GWTC-4.1,1388422190.6,"H1,L1",14.8,1e-05,0.99,42.3,32.2,31.8,1910.0,0.35,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW240104_164932-combined_PEDataRelease.hdf5/content,C00:Mixed,https://doi.org/10.5281/zenodo.20275769,data/gwtc4p1/pe_hdf5/GW240104_164932/IGWN-GWTC4p1-18965dda8_5-GW240104_164932-combined_PEDataRelease.hdf5,pe_hdf5_skymap,C00:IMRPhenomXPHM-SpinTaylor,True,True,True,BBH,False,True,strain_hdf5_open_ok
137,GW240105_151143,O4a_or_gap,GWTC-4.1,1388502721.2,H1,25.9,3.3,0.74,,,,,,,,,,,,False,False,False,unknown_OOD,True,False,missing_or_invalid_H1L1
138,GW240107_013215,O4a_or_gap,GWTC-4.1,1388626353.7,"H1,L1",9.6,0.0094,0.99,59.0,33.0,36.7,5800.0,0.88,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW240107_013215-combined_PEDataRelease.hdf5/content,C00:Mixed+XO4a,https://doi.org/10.5281/zenodo.20275769,data/gwtc4p1/pe_hdf5/GW240107_013215/IGWN-GWTC4p1-18965dda8_5-GW240107_013215-combined_PEDataRelease.hdf5,pe_hdf5_skymap,C00:IMRPhenomXO4a,True,True,True,BBH,False,True,strain_hdf5_open_ok
139,GW240109_050431,O4a_or_gap,GWTC-4.1,1388811889.8,H1,10.4,0.00022,0.99,28.7,18.1,19.7,1500.0,0.28,https://zenodo.org/api/records/20275769/files/IGWN-GWTC4p1-18965dda8_5-GW240109_050431-combined_PEDataRelease.hdf5/content,C00:Mixed,https://doi.org/10.5281/zenodo.20275769,data/gwtc4p1/pe_hdf5/GW240109_050431/IGWN-GWTC4p1-18965dda8_5-GW240109_050431-combined_PEDataRelease.hdf5,pe_hdf5_skymap,C00:IMRPhenomXPHM-SpinTaylor,True,False,False,BBH,False,True,missing_or_invalid_H1L1
